UberID,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID3692783519,1,5,6,-37.8052871,144.9369256,-37.7738026,144.98364660000001,9686.0,2018-01-18,06:58:48,2964.66,07:48:12,14.74
ID1901800924,0,8,5,-37.8158343,145.04645,-37.8088806,144.92529330000002,11061.0,2018-04-20,17:36:32,3043.3199999999983,18:27:15,12.05
ID3292897029,1,7,4,-37.8618349,144.90571599999998,-37.8079278,145.009984,12300.0,2018-01-26,21:08:52,3896.5799999999977,22:13:48,30.33
ID1609353201,0,6,3,-37.7874325,144.9803767,-37.8174395,144.9704191,4365.0,2018-05-02,19:00:47,1041.420000000001,19:18:08,9.55
ID1658362743,0,1,9,-37.8150674,144.9735379,-38.1109156,144.65417250000002,44474.0,2018-02-11,11:24:40,10713.42,14:23:13,23.45
ID3577861561,1,7,1,-37.8618349,144.90571599999998,-37.805523799999996,144.9555785,9355.0,2018-05-26,20:54:48,3123.7200000000003,21:46:51,26.32
ID3646004324,1,1,7,-37.8179018,144.95785680000003,-37.8618349,144.90571599999998,8067.0,2018-06-03,09:59:34,2801.52,10:46:15,20.55
ID1523743094,0,4,8,-37.8005112,144.9999631,-37.807202000000004,145.0266373,2509.0,2018-05-13,05:17:33,665.7,05:28:38,16.04
ID3707765347,1,6,4,-37.7874325,144.9803767,-37.809844399999996,144.99382119999999,3783.0,2018-03-07,15:59:01,909.5400000000001,16:14:10,13.31
ID5677273448,2,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-07-08,00:56:11,13204.979999999994,04:36:15,951.93
ID1458977579,0,9,4,-38.1109156,144.65417250000002,-37.800430799999994,145.0095141,48476.0,2018-07-19,13:47:00,11843.34,17:04:23,23.79
ID5112874245,2,7,2,-37.8618349,144.90571599999998,-37.8254058,144.95147980000002,8517.0,2018-02-19,22:48:27,2960.6399999999994,23:37:47,235.4
ID3226024251,1,4,6,-37.8145258,145.0155108,-37.7874325,144.9803767,6113.0,2018-05-24,19:35:45,1591.319999999999,20:02:16,16.82
ID3890931257,1,2,1,-37.8151669,144.9275206,-37.819497999999996,144.960084,4361.0,2018-07-13,10:54:54,1065.7199999999996,11:12:39,7.92
ID1670422495,0,4,6,-37.810137700000006,144.9965834,-37.7738026,144.98364660000001,9127.0,2018-06-13,08:13:19,2796.42,08:59:55,6.25
ID5567281651,2,4,6,-37.816829999999996,145.0142511,-37.7874325,144.9803767,6429.0,2018-03-28,09:26:01,1646.1599999999994,09:53:27,124.9
ID1833964298,0,5,4,-37.808482899999994,144.92139650000001,-37.8178885,145.0086407,8587.0,2018-07-22,16:57:48,2102.2200000000016,17:32:50,13.81
ID3508637687,1,7,4,-37.8618349,144.90571599999998,-37.801406899999996,145.003197,12135.0,2018-05-22,03:43:30,3860.819999999998,04:47:50,29.17
ID3148827169,1,9,2,-38.1109156,144.65417250000002,-37.817286700000004,144.9459811,41655.0,2018-06-15,02:18:47,10029.599999999999,05:05:56,52.21
ID3213563592,1,6,8,-37.7907967,144.985865,-37.8158343,145.04645,7470.0,2018-05-08,23:18:29,2302.38,23:56:51,24.17
ID3828619545,1,2,5,-37.8149873,144.9395623,-37.8047461,144.9285066,2128.0,2018-06-14,14:03:18,492.2399999999999,14:11:30,10.47
ID3411738071,1,9,2,-38.1109156,144.65417250000002,-37.8127164,144.9429385,42130.0,2018-06-17,10:39:54,10093.619999999997,13:28:07,45.63
ID1481363605,0,2,3,-37.8110061,144.93910559999998,-37.822152,144.980623,4544.0,2018-01-05,10:46:44,1088.2200000000005,11:04:52,7.09
ID3149223216,1,5,7,-37.8018706,144.93767830000002,-37.8618349,144.90571599999998,10882.0,2018-01-07,11:39:16,3585.7800000000007,12:39:01,23.59
ID5795118872,2,1,7,-37.804107,144.9483779,-37.8618349,144.90571599999998,9894.0,2018-01-16,17:39:11,3297.78,18:34:08,248.53
ID1798872416,0,9,1,-38.1109156,144.65417250000002,-37.8087474,144.9474041,42974.0,2018-06-08,1:05:24,10295.16,03:56:59,26.26
ID1456719909,0,9,8,-38.1109156,144.65417250000002,-37.807202000000004,145.0266373,49777.0,2018-07-20,02:24:28,12099.660000000003,05:46:07,29.63
ID3142118699,1,8,4,-37.807202000000004,145.0266373,-37.8102846,145.00158480000002,2872.0,2018-05-02,19:55:59,694.7400000000001,20:07:33,12.79
ID3233221281,1,6,8,-37.7738026,144.98364660000001,-37.8158343,145.04645,13562.0,2018-06-12,00:12:18,4213.5599999999995,01:22:31,30.78
ID1756301476,0,3,5,-37.8195513,144.99316409999997,-37.80503710000001,144.92875159999997,6678.0,2018-03-03,2:21:42,1660.38,02:49:22,19.45
ID1609346231,0,3,5,-37.8109646,144.9782127,-37.7997371,144.9348231,6543.0,2018-05-24,05:41:15,1666.8600000000001,06:09:01,13.95
ID5245144048,2,3,1,-37.8221923,144.96805849999998,-37.802035,144.9494307,3355.0,2018-03-04,10:15:27,858.4200000000005,10:29:45,80.83
ID3889674820,1,3,6,-37.8246995,144.9847221,-37.7907967,144.985865,4176.0,2018-05-16,22:12:09,1187.52,22:31:56,21.91
ID5689886232,2,1,3,-37.815194,144.9750308,-37.8240266,144.9699522,1491.0,2018-05-23,14:41:53,430.62,14:49:03,52.24
ID1855339248,0,1,4,-37.8078941,144.9714059,-37.80737,144.9980726,2546.0,2018-04-20,04:33:06,596.28,04:43:02,11.11
ID5434393175,2,7,1,-37.8618349,144.90571599999998,-37.8079477,144.9426513,10068.0,2018-06-20,9:16:07,3346.1999999999994,10:11:53,245.35
ID1898292779,0,6,7,-37.7908183,144.9857929,-37.8618349,144.90571599999998,11712.0,2018-05-07,5:36:51,3757.2600000000007,06:39:28,14.77
ID1640595505,0,8,2,-37.807202000000004,145.0266373,-37.8146901,144.94662730000002,7759.0,2018-06-18,6:29:12,1909.3199999999997,07:01:01,12.09
ID1829492786,0,2,8,-37.8155778,144.9388428,-37.8158343,145.04645,9922.0,2018-06-26,08:52:10,2839.3200000000006,09:39:29,7.09
ID3983251859,1,2,2,-37.816356400000004,144.9286491,-37.8205798,144.9487118,3221.0,2018-04-06,0:06:19,786.0000000000002,00:19:25,19.56
ID3629383232,1,3,2,-37.824245399999995,144.98839640000003,-37.8239379,144.9379511,4937.0,2018-06-26,21:02:18,1232.4600000000007,21:22:50,16.11
ID1891699270,0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-04-11,12:55:09,13173.359999999999,16:34:42,25.58
ID3414701142,1,9,2,-38.1109156,144.65417250000002,-37.816492,144.94597119999997,41778.0,2018-01-11,02:49:59,10068.659999999998,05:37:47,53.15
ID3604242724,1,4,5,-37.8106388,144.9966055,-37.8092805,144.93204709999998,6386.0,2018-07-19,05:11:06,1649.279999999999,05:38:35,21.74
ID3476191975,1,4,9,-37.81653920000001,145.0089739,-38.1109156,144.65417250000002,47788.0,2018-06-16,14:26:39,11483.4,17:38:02,57.65
ID1500354509,0,8,6,-37.807202000000004,145.0266373,-37.7907967,144.985865,4834.0,2018-06-25,23:11:06,1358.6400000000006,23:33:44,11.55
ID1283799199,0,5,2,-37.7996234,144.9354344,-37.8203709,144.9495861,4452.0,2018-02-21,17:14:43,1050.0000000000005,17:32:13,7.69
ID1126940747,0,9,4,-38.1109156,144.65417250000002,-37.8142125,145.0116775,48279.0,2018-07-12,14:00:14,11586.659999999998,17:13:20,24.01
ID1416108530,0,9,6,-38.1109156,144.65417250000002,-37.7907967,144.985865,47193.0,2018-03-23,17:26:14,11536.020000000006,20:38:30,23.24
ID5901081906,2,2,7,-37.8205187,144.9511189,-37.8618349,144.90571599999998,8648.0,2018-07-17,04:12:02,2948.94,05:01:10,234.43
ID1910392993,0,5,2,-37.804846399999995,144.9400309,-37.82488970000001,144.93613340000002,3810.0,2018-02-03,02:00:04,937.5599999999998,02:15:41,17.18
ID1898008467,0,3,4,-37.8206146,144.9837337,-37.8101954,144.9971252,2171.0,2018-02-04,06:41:45,569.0400000000002,06:51:14,8.54
ID1781499770,0,2,3,-37.8151397,144.94772719999997,-37.8210611,144.9687644,2472.0,2018-03-03,14:32:30,576.7200000000001,14:42:06,11.27
ID1991493627,0,6,4,-37.7874325,144.9803767,-37.80066779999999,144.9975125,3113.0,2018-05-09,21:15:58,778.3800000000003,21:28:56,13.32
ID3212990608,1,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-03-05,17:32:33,4917.479999999999,18:54:30,29.65
ID1777863282,0,4,9,-37.8057988,144.9947996,-38.1109156,144.65417250000002,46757.0,2018-03-28,09:32:36,11305.079999999998,12:41:01,21.15
ID1444281430,0,8,2,-37.8158343,145.04645,-37.824549499999996,144.95293830000003,9154.0,2018-03-12,11:40:57,2613.2999999999975,12:24:30,6.97
ID3429429292,1,3,7,-37.8115568,144.99358519999998,-37.8618349,144.90571599999998,10401.0,2018-05-08,21:08:23,3458.34,22:06:01,28.92
ID3482559315,1,1,8,-37.8004816,144.95821,-37.8158343,145.04645,8298.0,2018-03-21,16:13:28,2291.2200000000003,16:51:39,17.98
ID5500869452,2,6,7,-37.7874325,144.9803767,-37.8618349,144.90571599999998,11633.0,2018-06-15,11:53:50,3663.780000000001,12:54:53,267.1
ID1855568518,0,2,6,-37.815493599999996,144.93880890000003,-37.7908183,144.9857929,6062.0,2018-04-05,13:20:22,1622.8200000000008,13:47:24,8.73
ID3194243085,1,4,6,-37.8148117,145.01330159999998,-37.7874421,144.9804091,5734.0,2018-06-12,23:57:56,1466.2799999999997,00:22:22,22.72
ID1124019790,0,1,7,-37.8158349,144.9738102,-37.8618349,144.90571599999998,8329.0,2018-07-05,18:06:10,2855.04,18:53:45,11.25
ID1644564158,0,3,5,-37.8209822,144.9845129,-37.8086589,144.9259279,6032.0,2018-07-16,12:09:51,1528.32,12:35:19,9.98
ID3250773570,1,7,3,-37.8618349,144.90571599999998,-37.816736299999995,144.97569860000002,10636.0,2018-03-13,01:27:59,3303.72,02:23:02,30.01
ID1168346921,0,5,6,-37.80431779999999,144.9385969,-37.7908183,144.9857929,6156.0,2018-04-26,17:18:34,1589.58,17:45:03,9.84
ID1522286298,0,4,6,-37.8050284,145.0055252,-37.7874325,144.9803767,4440.0,2018-02-18,10:34:16,1130.5200000000004,10:53:06,10.57
ID1676339641,0,2,6,-37.8213479,144.9490925,-37.773845,144.9836895,6922.0,2018-05-25,18:59:10,1530.96,19:24:40,10.76
ID1509713398,0,4,2,-37.800537299999995,145.0089533,-37.8134636,144.9411155,7178.0,2018-05-13,04:58:55,1851.9599999999998,05:29:46,16.4
ID1474202510,0,6,9,-37.773845,144.9836895,-38.1109156,144.65417250000002,48197.0,2018-06-26,18:46:52,11519.399999999998,21:58:51,25.16
ID1881964830,0,2,7,-37.823661200000004,144.9369122,-37.8618349,144.90571599999998,9858.0,2018-06-28,00:31:07,3289.98,01:25:56,14.62
ID1902764591,0,9,6,-38.1109156,144.65417250000002,-37.7874421,144.9804091,47035.0,2018-02-18,15:07:20,11413.260000000006,18:17:33,28.29
ID1834133036,0,4,2,-37.8108044,145.003225,-37.821859,144.9521992,5011.0,2018-07-11,19:10:08,1325.1600000000005,19:32:13,9.07
ID5901159517,2,2,5,-37.8136707,144.9367091,-37.799000799999995,144.9274382,2968.0,2018-06-25,09:06:05,717.78,09:18:02,62.83
ID5879854050,2,2,6,-37.8190658,144.9466291,-37.7874325,144.9803767,5490.0,2018-03-05,12:42:37,1311.0,13:04:28,112.57
ID1570780449,0,6,7,-37.7908183,144.9857929,-37.8618349,144.90571599999998,11712.0,2018-04-25,02:19:04,3757.2600000000007,03:21:41,15.39
ID3391432945,1,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-06-10,17:48:24,13173.359999999999,21:27:57,61.17
ID1623322300,0,1,6,-37.8190685,144.9528387,-37.7874325,144.9803767,5036.0,2018-03-24,07:49:59,1208.7,08:10:07,10.12
ID3826606608,1,1,7,-37.80317,144.9571893,-37.8618349,144.90571599999998,9657.0,2018-04-30,12:02:42,3182.76,12:55:44,23.26
ID3704064436,1,2,3,-37.822216100000006,144.93129309999998,-37.8210224,144.9830283,6678.0,2018-06-25,12:39:22,1527.4799999999998,13:04:49,16.1
ID3652085746,1,4,2,-37.810795,145.0029751,-37.8223792,144.9340469,6845.0,2018-02-24,22:47:08,1762.1400000000012,23:16:30,27.75
ID1391729159,0,1,5,-37.8129669,144.9655656,-37.8003161,144.9263344,6108.0,2018-03-21,17:23:30,1702.02,17:51:52,8.47
ID3321893808,1,7,4,-37.8618349,144.90571599999998,-37.799080100000005,144.9891289,11122.0,2018-02-27,19:49:12,3616.3199999999983,20:49:28,22.99
ID3657199729,1,4,2,-37.8031671,145.00454169999998,-37.817045799999995,144.9321406,7417.0,2018-01-01,06:12:17,1915.6200000000008,06:44:12,11.2
ID5175912927,2,1,2,-37.8096752,144.9640291,-37.823661200000004,144.9369122,3850.0,2018-02-27,13:17:18,985.7399999999999,13:33:43,87.45
ID5404352681,2,5,7,-37.80162979999999,144.9211476,-37.8618349,144.90571599999998,12154.0,2018-04-30,05:04:02,3781.8000000000006,06:07:03,290.03
ID1214177228,0,9,3,-38.1109156,144.65417250000002,-37.813247499999996,144.9737198,44336.0,2018-06-30,00:47:09,10622.519999999999,03:44:11,31.15
ID3921820603,1,7,5,-37.8618349,144.90571599999998,-37.800944799999996,144.918856,12375.0,2018-01-09,02:47:58,3859.679999999999,03:52:17,30.92
ID3675905853,1,6,9,-37.7874325,144.9803767,-38.1109156,144.65417250000002,47033.0,2018-03-10,02:02:06,11350.5,05:11:16,61.33
ID3566423536,1,4,5,-37.808218100000005,145.00962880000003,-37.8058411,144.9317736,7518.0,2018-02-14,17:37:38,1912.3800000000008,18:09:30,18.71
ID1157437614,0,3,4,-37.8231165,144.97087019999998,-37.8116631,145.0098376,4651.0,2018-02-27,21:43:50,1146.1799999999998,22:02:56,13.74
ID1991135129,0,3,8,-37.823322,144.9938042,-37.807202000000004,145.0266373,4666.0,2018-05-12,11:54:20,1137.3600000000004,12:13:17,9.91
ID5489589764,2,9,4,-38.1109156,144.65417250000002,-37.801065799999996,145.00497990000002,48103.0,2018-07-01,16:22:23,11670.54,19:36:53,835.31
ID3549025867,1,5,9,-37.8052871,144.9369256,-38.1109156,144.65417250000002,43298.0,2018-01-20,12:56:27,10378.619999999999,15:49:25,52.52
ID1669014479,0,5,9,-37.8097826,144.935871,-38.1109156,144.65417250000002,42822.0,2018-01-26,09:39:01,10255.32,12:29:56,18.36
ID1871061763,0,6,5,-37.7874421,144.9804091,-37.8059773,144.92798200000001,6848.0,2018-05-10,05:45:47,1723.3199999999993,06:14:30,12.0
ID1435388616,0,3,6,-37.8196042,144.9902635,-37.7738026,144.98364660000001,9500.0,2018-07-08,22:47:25,2885.52,23:35:30,19.46
ID1520648596,0,8,2,-37.8158343,145.04645,-37.8135052,144.94044409999998,9663.0,2018-04-30,05:25:41,2709.7799999999984,06:10:50,19.86
ID3234329706,1,6,3,-37.7874325,144.9803767,-37.8167657,144.97009119999998,3658.0,2018-02-27,00:57:38,918.6000000000005,01:12:56,21.97
ID3257294060,1,4,3,-37.7984333,144.9933386,-37.8243024,144.9694919,4557.0,2018-04-30,13:17:44,1322.5800000000006,13:39:46,15.95
ID1263430408,0,2,3,-37.8125054,144.9375284,-37.824146,144.9835879,5392.0,2018-06-19,10:24:14,1313.1600000000008,10:46:07,6.76
ID3411669172,1,2,5,-37.8135331,144.9373574,-37.80616320000001,144.9347763,1150.0,2018-02-27,04:23:49,271.37999999999994,04:28:20,17.34
ID1927482078,0,6,7,-37.7908183,144.9857929,-37.8618349,144.90571599999998,11712.0,2018-07-20,20:14:19,3757.2600000000007,21:16:56,13.37
ID3112785440,1,3,7,-37.811179700000004,145.000531,-37.8618349,144.90571599999998,11031.0,2018-03-12,18:57:16,3584.5200000000004,19:57:00,23.12
ID5158039163,2,3,5,-37.8218014,145.0025299,-37.8049069,144.92556530000002,7801.0,2018-05-27,13:56:34,2011.1399999999996,14:30:05,169.05
ID3684450886,1,7,2,-37.8618349,144.90571599999998,-37.8122119,144.9370288,10652.0,2018-04-02,13:01:23,3458.7599999999975,13:59:01,22.52
ID5549543287,2,4,6,-37.8117735,145.0020003,-37.7908183,144.9857929,3685.0,2018-05-27,09:16:02,936.5400000000001,09:31:38,85.9
ID1268150686,0,4,3,-37.8071388,144.9916771,-37.814248799999994,144.97453149999998,2132.0,2018-03-12,19:07:49,571.08,19:17:20,6.6
ID1931949637,0,2,4,-37.8136209,144.9441466,-37.8156898,145.0068825,6262.0,2018-05-16,04:48:29,1510.8600000000006,05:13:39,10.98
ID1484928118,0,9,2,-38.1109156,144.65417250000002,-37.8129576,144.933682,43760.0,2018-06-13,19:33:43,10510.139999999998,22:28:53,23.46
ID1164476810,0,2,3,-37.8243979,144.9446312,-37.840692499999996,144.99305680000003,5810.0,2018-07-27,07:50:22,1862.5800000000004,08:21:24,5.99
ID3300654411,1,2,9,-37.8143701,144.93901519999997,-38.1109156,144.65417250000002,42477.0,2018-04-22,22:05:23,10179.66,00:55:02,56.95
ID1197051648,0,9,2,-38.1109156,144.65417250000002,-37.825517600000005,144.95160790000003,42887.0,2018-05-24,21:13:44,10369.679999999997,00:06:33,25.34
ID1214745716,0,6,5,-37.7908183,144.9857929,-37.806807,144.9380724,6382.0,2018-06-15,19:27:23,1579.86,19:53:42,9.19
ID1192947053,0,1,9,-37.8112054,144.9619207,-38.1109156,144.65417250000002,43693.0,2018-05-27,11:30:37,10591.68,14:27:08,23.29
ID1264395963,0,6,3,-37.7738026,144.98364660000001,-37.8248666,144.99157590000002,9746.0,2018-03-24,14:14:05,3049.0800000000004,15:04:54,17.49
ID1749460900,0,9,3,-38.1109156,144.65417250000002,-37.811102500000004,144.9781866,44876.0,2018-05-03,22:52:09,10803.42,01:52:12,26.14
ID3158428518,1,5,6,-37.8037477,144.9307499,-37.773845,144.9836895,7458.0,2018-01-21,05:12:41,1634.16,05:39:55,28.24
ID3261269389,1,5,4,-37.8051625,144.9296304,-37.8075181,144.99180880000003,5880.0,2018-05-28,02:11:53,1550.2200000000005,02:37:43,22.5
ID1256758156,0,4,2,-37.8085721,145.0042747,-37.8222216,144.949747,5580.0,2018-03-15,06:49:16,1436.1000000000004,07:13:12,7.16
ID1706457067,0,1,5,-37.8205412,144.9574818,-37.79846679999999,144.92014740000002,4675.0,2018-05-07,05:47:23,1189.2,06:07:12,11.73
ID5751806091,2,6,8,-37.7907967,144.985865,-37.807202000000004,145.0266373,4834.0,2018-02-10,20:05:51,1358.6400000000003,20:28:29,123.89
ID1883470698,0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-06-13,10:28:53,13173.359999999999,14:08:26,22.7
ID3256153252,1,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-06-18,09:31:43,13204.979999999994,13:11:47,54.22
ID1170201760,0,8,3,-37.807202000000004,145.0266373,-37.8107465,144.97618909999997,5295.0,2018-02-12,02:33:23,1276.9199999999994,02:54:39,12.55
ID1586759265,0,4,1,-37.7973366,145.0107,-37.8084464,144.9478112,6749.0,2018-01-22,13:44:14,1790.6400000000008,14:14:04,8.85
ID1704276851,0,7,4,-37.8618349,144.90571599999998,-37.803445,144.99141200000003,11513.0,2018-04-06,13:03:40,3685.3799999999974,14:05:05,13.52
ID3935624641,1,1,5,-37.8121745,144.9621986,-37.81042,144.93598569999997,2718.0,2018-05-21,12:07:20,664.0200000000001,12:18:24,13.09
ID3992976270,1,4,3,-37.8018235,145.0034743,-37.819830100000004,144.97954860000002,4295.0,2018-05-07,07:06:06,1061.3400000000001,07:23:47,10.71
ID1229854840,0,1,2,-37.8184296,144.9688448,-37.8201663,144.9506055,2063.0,2018-01-23,10:52:46,494.7600000000001,11:01:00,5.33
ID1901282793,0,1,3,-37.816547,144.9703239,-37.8097134,144.9879612,1951.0,2018-05-12,01:51:50,507.41999999999996,02:00:17,16.66
ID1562454997,0,6,4,-37.7874325,144.9803767,-37.8010605,144.99841930000002,3228.0,2018-01-24,14:12:33,811.0200000000004,14:26:04,7.23
ID3600093523,1,1,8,-37.819218400000004,144.96511519999999,-37.807202000000004,145.0266373,6616.0,2018-01-15,02:58:48,1680.0600000000004,03:26:48,20.32
ID3401842211,1,4,7,-37.815785999999996,145.0094576,-37.8618349,144.90571599999998,11748.0,2018-06-12,02:49:45,3692.76,03:51:17,31.18
ID3458459732,1,6,9,-37.773845,144.9836895,-38.1109156,144.65417250000002,48197.0,2018-01-09,08:01:02,11519.399999999998,11:13:01,47.86
ID1729437579,0,2,6,-37.8149953,144.9276012,-37.773845,144.9836895,8985.0,2018-05-13,18:45:52,2044.3799999999999,19:19:56,12.6
ID1184270586,0,9,6,-38.1109156,144.65417250000002,-37.7738026,144.98364660000001,51061.0,2018-01-23,05:18:41,12979.380000000008,08:55:00,28.68
ID1345952238,0,7,4,-37.8618349,144.90571599999998,-37.8016696,145.0035507,12074.0,2018-05-23,11:20:14,3849.7799999999975,12:24:23,8.47
ID3521160779,1,3,8,-37.8205453,145.0035224,-37.807202000000004,145.0266373,3547.0,2018-01-06,13:43:43,854.2799999999997,13:57:57,17.72
ID1168909240,0,8,6,-37.8158343,145.04645,-37.773845,144.9836895,10698.0,2018-03-05,07:26:52,2735.16,08:12:27,8.21
ID1239370064,0,9,6,-38.1109156,144.65417250000002,-37.773845,144.9836895,48197.0,2018-03-27,19:24:30,11522.280000000006,22:36:32,22.0
ID5124887240,2,3,1,-37.826124,145.0063321,-37.8202216,144.9668039,4031.0,2018-07-07,15:51:42,949.6200000000003,16:07:31,93.76
ID3401701305,1,1,5,-37.8201679,144.95656680000002,-37.80247070000001,144.9341081,3151.0,2018-05-21,00:42:56,677.1,00:54:13,19.25
ID3638090253,1,2,3,-37.8219252,144.93758269999998,-37.8193333,145.0065084,6578.0,2018-03-17,11:55:56,1591.3799999999999,12:22:27,14.54
ID3998685652,1,1,2,-37.8043073,144.95756599999999,-37.8140839,144.93611769999998,2588.0,2018-07-08,15:54:07,653.8200000000002,16:05:00,17.22
ID3432565606,1,4,6,-37.813186200000004,145.01425659999998,-37.7908183,144.9857929,4752.0,2018-07-15,07:41:15,1201.9200000000003,08:01:16,13.68
ID5200536903,2,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-03-11,16:58:54,13204.979999999994,20:38:58,942.71
ID3626174166,1,2,9,-37.8123062,144.9375217,-38.1109156,144.65417250000002,42946.0,2018-01-22,12:58:49,10286.46,15:50:15,47.53
ID3419927466,1,2,9,-37.8221386,144.94986550000002,-38.1109156,144.65417250000002,42161.0,2018-04-09,01:20:21,10146.179999999998,04:09:27,53.65
ID5458079018,2,9,1,-38.1109156,144.65417250000002,-37.8103644,144.96690980000002,44008.0,2018-04-19,01:19:02,10640.760000000006,04:16:22,767.4
